topic_id,ea_wrks_topcnt,ea_wrks_cnt,topic_id_1,topic_name,subfield_id,subfield_name,field_id,field_name,domain_id,domain_name,keywords,summary,wikipedia_url
https://openalex.org/T10177,1,2,https://openalex.org/T10177,Palliative Care and End-of-Life Issues,2739,"Public Health, Environmental and Occupational Health",27,Medicine,4,Health Sciences,Palliative Care; End-of-Life; Advance Care Planning; Family Perspectives; Quality of Dying; Communication Strategies; Prognostic Disclosure; ICU Care; Ethical Considerations; Health Care Costs,"This cluster of papers focuses on the integration of palliative care into end-of-life treatment, including advance care planning, family perspectives, communication strategies, prognostic disclosure, ICU care, ethical considerations, and health care costs. It explores the impact of early palliative care, patient and caregiver outcomes, and the quality of dying and death.",https://en.wikipedia.org/wiki/Palliative_care
https://openalex.org/T10315,0,2,https://openalex.org/T10315,Decision-Making and Behavioral Economics,1800,General Decision Sciences,18,Decision Sciences,2,Social Sciences,Risk Aversion; Decision Making; Time Discounting; Heuristic; Emotion; Cognitive Reflection; Delay Discounting; Prospect Theory; Nudging; Anchoring Effect,"This cluster of papers explores the intersection of psychology and economics, focusing on behavioral economics and decision making. It covers topics such as risk aversion, time discounting, heuristic decision making, the influence of emotion on choices, cognitive reflection, prospect theory, nudging, and the anchoring effect.",https://en.wikipedia.org/wiki/Behavioral_economics
https://openalex.org/T10443,1,2,https://openalex.org/T10443,Social Policy and Reform Studies,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences,Welfare State; Political Economy; Social Policy; Institutional Change; Globalization; Income Inequality; Ideational Power; Public Opinion; Redistribution; Path Dependence,"This cluster of papers explores the intersection of politics and economics in the context of welfare states, focusing on topics such as institutional change, globalization, income inequality, public opinion on redistribution, and the role of ideas in shaping social policies.",https://en.wikipedia.org/wiki/Welfare_state
https://openalex.org/T10482,0,2,https://openalex.org/T10482,Mathematical and Theoretical Epidemiology and Ecology Models,2739,"Public Health, Environmental and Occupational Health",27,Medicine,4,Health Sciences,Disease Transmission; Population Dynamics; Epidemic Models; Predator-Prey Interactions; Global Stability; Mathematical Modeling; Stochastic Differential Equations; Infectious Diseases; Allee Effects; Spatial Patterns,"This cluster of papers focuses on mathematical modeling and analysis of disease transmission, population dynamics, and predator-prey interactions. It covers topics such as epidemic models, global stability, infectious diseases, Allee effects, and the use of stochastic differential equations to study these phenomena.",https://en.wikipedia.org/wiki/Mathematical_modelling_of_infectious_disease
https://openalex.org/T10585,0,2,https://openalex.org/T10585,Family Dynamics and Relationships,3317,Demography,33,Social Sciences,2,Social Sciences,Divorce; Fertility; Family Structure; Parenting; Cohabitation; Fatherhood; Marriage; Children's Well-being; Life Course Theory; Gender Roles,"This cluster of papers explores the complex interplay between family demographics, including divorce, cohabitation, and marriage, and its impact on fertility patterns, parenting dynamics, and children's well-being. It delves into the evolving roles of fathers, the consequences of changing family structures on child development, and the societal shifts influencing fertility decisions.",https://en.wikipedia.org/wiki/Demography_of_the_United_States
https://openalex.org/T10838,1,2,https://openalex.org/T10838,Animal Behavior and Welfare Studies,3404,Small Animals,34,Veterinary,4,Health Sciences,Animal Welfare; Stress Indicators; Emotional State; Environmental Enrichment; Cognitive Bias; Hormone Measurement; Farm Animal Welfare; Captive Animals; Lameness in Animals; Behavioural Assessment,"This cluster of papers focuses on the assessment of animal welfare across various species, including stress indicators, emotional state, environmental enrichment, cognitive bias, hormone measurement, farm animal welfare, captive animals, lameness in animals, and behavioural assessment.",https://en.wikipedia.org/wiki/Animal_welfare
https://openalex.org/T10898,2,2,https://openalex.org/T10898,Environmental Education and Sustainability,2308,"Management, Monitoring, Policy and Law",23,Environmental Science,3,Physical Sciences,Pro-environmental Behavior; Environmental Attitudes; Social Norms; Energy Conservation; Theory of Planned Behavior; Environmental Education; Sustainable Behavior; Norm Activation Model; Household Energy Use; Value Orientations,"This cluster of papers focuses on the factors influencing pro-environmental behavior, including environmental attitudes, social norms, energy conservation, the theory of planned behavior, environmental education, sustainable behavior, the norm activation model, household energy use, and value orientations.",https://en.wikipedia.org/wiki/Pro-environmental_behavior
https://openalex.org/T11028,0,2,https://openalex.org/T11028,Social Work Education and Practice,3321,Public Administration,33,Social Sciences,2,Social Sciences,Retention; Burnout; Evidence-Based Practice; Supervision; Cultural Competence; Job Satisfaction; Reflective Practice; Child Welfare; Stress; Professional Development,"This cluster of papers explores the challenges and practices within the social work profession, focusing on topics such as retention, burnout, evidence-based practice, supervision, cultural competence, job satisfaction, reflective practice, child welfare, stress, and professional development.",https://en.wikipedia.org/wiki/Social_work
https://openalex.org/T11410,1,2,https://openalex.org/T11410,Cultural Industries and Urban Development,3322,Urban Studies,33,Social Sciences,2,Social Sciences,Creative Economy; Urban Development; Cultural Policy; Arts and Culture; Entrepreneurship; Social Capital; Cultural Clusters; Workforce Dynamics; Regional Growth; Economic Impact,"This cluster of papers explores the impact of creative industries on urban development, emphasizing the role of cultural policy, entrepreneurship, and social capital. It delves into the dynamics of workforce in the creative economy, the formation of cultural clusters, and the economic impact of arts and culture. The papers also discuss the relationship between education, creativity, and economic performance in the context of urban environments.",https://en.wikipedia.org/wiki/Creative_economy
https://openalex.org/T11743,1,2,https://openalex.org/T11743,Political Economy and Marxism,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,Capitalism; Marxism; Imperialism; Uneven and Combined Development; Labor Theory of Value; Globalization; Social Reproduction; Neoliberalism; Class Struggle; Ecological Economics,"This cluster of papers explores the critique of political economy, capitalist development, imperialism, labor theory of value, globalization, social reproduction, neoliberalism, class struggle, and ecological economics from a Marxist perspective.",https://en.wikipedia.org/wiki/Critique_of_Political_Economy
https://openalex.org/T11810,1,2,https://openalex.org/T11810,Complex Systems and Decision Making,1803,Management Science and Operations Research,18,Decision Sciences,2,Social Sciences,System Dynamics; Soft Systems Methodology; Problem Structuring Methods; Complex Systems; Modeling; Decision Making; Feedback Loops; Sustainability; Operational Research; Group Model Building,"This cluster of papers revolves around the application of system dynamics and related methodologies in modeling complex systems, decision making, and sustainability. It covers topics such as soft systems methodology, problem structuring methods, feedback loops, operational research, and group model building.",https://en.wikipedia.org/wiki/System_dynamics
https://openalex.org/T11817,1,2,https://openalex.org/T11817,"Housing, Finance, and Neoliberalism",2003,Finance,20,"Economics, Econometrics and Finance",2,Social Sciences,Financialization; Shareholder Value; Housing; Capital Accumulation; Neoliberalism; Global Finance; Corporate Governance; Income Inequality; Urban Redevelopment; Asset-Based Welfare,"This cluster of papers explores the extensive impact of financialization on the American economy, with a focus on shareholder value, housing, capital accumulation, neoliberalism, income inequality, urban redevelopment, and asset-based welfare. The papers delve into the transformation of corporate governance, the role of finance in shaping housing policies and welfare systems, and the implications of financialization for income distribution and urban development.",https://en.wikipedia.org/wiki/Financialization
https://openalex.org/T11913,0,2,https://openalex.org/T11913,Animal Ecology and Behavior Studies,2303,Ecology,23,Environmental Science,3,Physical Sciences,Invasive Species; Island Ecosystems; Population Dynamics; Rodent Eradication; Mast Seeding; Predator-Prey Interactions; Climate Change Effects; Conservation Biology; Spatial Synchrony; Ecosystem Restoration,"This cluster of papers explores the ecological impact of invasive species, particularly rodents, on island ecosystems. It covers topics such as population dynamics, mast seeding, predator-prey interactions, climate change effects, and the conservation gains from invasive species eradication on islands.",https://en.wikipedia.org/wiki/Introduced_species
https://openalex.org/T12312,0,2,https://openalex.org/T12312,"Culture, Economy, and Development Studies",3317,Demography,33,Social Sciences,2,Social Sciences,Culture; Institutions; Economic Development; Ethnic Diversity; Religion; Colonial Legacy; Social Capital; Trust; Human Capital; Historical Impact,"This cluster of papers explores the influence of culture, institutions, and historical legacies on economic and social development. It delves into topics such as the impact of ethnic diversity, religion, colonial legacy, and social capital on economic growth, trust, and human capital formation. The role of cultural norms, language, and historical experiences in shaping institutions and development outcomes is a central theme.",https://en.wikipedia.org/wiki/Culture_and_Development
https://openalex.org/T12521,0,2,https://openalex.org/T12521,Death Anxiety and Social Exclusion,3207,Social Psychology,32,Psychology,2,Social Sciences,Social Exclusion; Ostracism; Mortality Salience; Self-Esteem; Neural Responses; Terror Management Theory; Emotional Reactions; Interpersonal Relationships; Cognitive Processes; Prosocial Behavior,"This cluster of papers explores the psychological effects of social exclusion, including ostracism, mortality salience, and the impact on self-esteem. It delves into neural responses to social pain, emotional reactions to rejection, and the role of terror management theory in understanding human behavior. The research also investigates the influence of social exclusion on cognitive processes, interpersonal relationships, and prosocial behavior.",https://en.wikipedia.org/wiki/Social_exclusion
https://openalex.org/T12717,0,2,https://openalex.org/T12717,Space exploration and regulation,3103,Astronomy and Astrophysics,31,Physics and Astronomy,3,Physical Sciences,Space Tourism; Space Policy; Satellite Programs; Globalization of Space Activities; Commercial Space Industry; Space Diplomacy; Sustainability of Outer Space Activities; Geopolitics of Outer Space; Space Technology Transfer; International Space Law,"This cluster of papers encompasses a wide range of topics related to space exploration, governance, and the commercialization of space activities. It covers issues such as space tourism, satellite programs, space policy, sustainability of outer space activities, geopolitics of outer space, and the development of international space law. The cluster also delves into the globalization of space activities, space diplomacy, and the challenges and opportunities associated with the commercial space industry.",https://en.wikipedia.org/wiki/Space_exploration
https://openalex.org/T12889,1,2,https://openalex.org/T12889,"Psychoanalysis, Philosophy, and Politics",3203,Clinical Psychology,32,Psychology,2,Social Sciences,Psychoanalysis; Politics; Lacanian Discourse Analysis; Subjectivity; Desire; Ethics; Capitalism; Resistance; Neoliberalism; Cultural Criminology,"This cluster of papers explores the intersection of psychoanalysis and politics, delving into topics such as subjectivity, desire, ethics, resistance, and the influence of capitalism and neoliberalism. It also discusses the application of Lacanian Discourse Analysis in psychology and examines the cultural criminological perspective on deviant leisure. The papers critically analyze the political implications of psychoanalytic theories and their relevance in understanding contemporary societal issues.",https://en.wikipedia.org/wiki/Psychoanalysis_and_Politics
https://openalex.org/T13147,1,2,https://openalex.org/T13147,Ethics and bioethics in healthcare,2739,"Public Health, Environmental and Occupational Health",27,Medicine,4,Health Sciences,Consent; Patient Autonomy; Ethical Principles; Informed Consent; Human Dignity; Medical Ethics; Research Ethics; Healthcare Rights; Bioethical Issues; End-of-Life Care,"This cluster of papers explores various aspects of bioethics, patient rights, and healthcare ethics. It covers topics such as informed consent, patient autonomy, ethical principles in medical practice and research, human dignity, and end-of-life care. The papers also delve into the legal and practical implications of patient rights and bioethical issues in healthcare.",https://en.wikipedia.org/wiki/Bioethics
https://openalex.org/T13158,2,2,https://openalex.org/T13158,Political and Economic history of UK and US,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences,Depoliticisation; British Politics; Deindustrialization; Rhetoric; Conservative Party; Economic Policy; Thatcherism; Social Democracy; Industrial Change; Monetary Policy,"This cluster of papers explores the concept of depoliticisation in the context of British politics and society, focusing on issues such as deindustrialization, rhetoric, the Conservative Party, economic policy, Thatcherism, social democracy, and the impact of industrial change. It delves into the processes and consequences of depoliticisation, examining its historical significance and theoretical implications within the British political landscape.",https://en.wikipedia.org/wiki/Depoliticization
https://openalex.org/T13283,1,2,https://openalex.org/T13283,Mental Health Research Topics,3205,Experimental and Cognitive Psychology,32,Psychology,2,Social Sciences,Network Analysis; Psychopathology; Mental Disorders; Emotion Dynamics; Depression Symptoms; Ecological Momentary Assessment; Symptom Networks; Personality Data; Psychometric Models; Clinical Longitudinal Data,"This cluster of papers focuses on the application of network analysis to understand the structure and dynamics of psychopathology and mental disorders. It explores topics such as emotion dynamics, depression symptoms, ecological momentary assessment, and the use of psychometric models to study clinical longitudinal data.",https://en.wikipedia.org/wiki/Network_analysis
https://openalex.org/T13839,1,2,https://openalex.org/T13839,"Tourism, Volunteerism, and Development",3317,Demography,33,Social Sciences,2,Social Sciences,Volunteer Tourism; Development; Global Citizenship; Social Justice; Community Engagement; Cross-Cultural Understanding; Sustainability; Ethical Challenges; Motivations; Neoliberalism,"This cluster of papers explores the complex intersection of volunteer tourism, global development, and social justice. It delves into the motivations, impacts, and ethical challenges associated with volunteer tourism, emphasizing the importance of fostering cross-cultural understanding, promoting sustainable practices, and critically examining the neoliberal dynamics at play. The papers also highlight the potential for volunteer tourism to contribute to global citizenship and community engagement while addressing issues of systemic inequality and post-colonial power dynamics.",https://en.wikipedia.org/wiki/Volunteer_tourism
https://openalex.org/T13841,1,2,https://openalex.org/T13841,Psychology of Social Influence,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,Obedience; Social Norms; Tipping Behavior; Compliance; Service Quality; Gratuity; Restaurant Service; Milgram Experiment; Cultural Differences; Persuasion Techniques,"This cluster of papers explores the impact of social norms, particularly in the context of obedience, tipping behavior, and compliance with requests. It delves into the dynamics of social influence, cultural variations in tipping practices, and the psychology behind adherence to norms and authority. The research also investigates the role of persuasion techniques and service quality in shaping individuals' behavior within societal norms.",https://en.wikipedia.org/wiki/Social_norm
https://openalex.org/T10003,1,1,https://openalex.org/T10003,Innovation and Knowledge Management,1408,Strategy and Management,14,"Business, Management and Accounting",2,Social Sciences,Dynamic Capabilities; Knowledge Transfer; Business Models; Innovation Networks; Organizational Learning; Absorptive Capacity; Strategic Alliances; Social Capital; Resource-Based View; Market Orientation,"This cluster of papers revolves around the topics of knowledge management, organizational innovation, and strategic capabilities. It encompasses research on dynamic capabilities, knowledge transfer, business models, innovation networks, organizational learning, absorptive capacity, strategic alliances, social capital, resource-based view, and market orientation.",https://en.wikipedia.org/wiki/Knowledge_management
https://openalex.org/T10156,1,1,https://openalex.org/T10156,"LGBTQ Health, Identity, and Policy",3207,Social Psychology,32,Psychology,2,Social Sciences,Intersectionality; LGBTQ+; Mental Health; Stigma; Discrimination; Gender Identity; Social Stress; Minority Stress; Health Disparities; Sexual Orientation,"This cluster of papers explores the intersectionality of LGBTQ+ identities and its impact on mental health, stigma, discrimination, and health disparities. It delves into the complexities of gender identity, social stress, and minority stress within the LGBTQ+ community, providing a comprehensive understanding of the unique challenges faced by individuals with diverse sexual orientations and gender identities.",https://en.wikipedia.org/wiki/Intersectionality
https://openalex.org/T10182,0,1,https://openalex.org/T10182,Child and Adolescent Psychosocial and Emotional Development,3203,Clinical Psychology,32,Psychology,2,Social Sciences,Emotion Regulation; Psychopathology; Children; Adolescents; Developmental Trajectories; Mental Health; Parenting; Anxiety Disorders; Depression; Behavioral Problems,"This cluster of papers explores the intricate relationship between emotion regulation, psychopathology, and developmental trajectories in children and adolescents. It delves into the impact of various factors such as parenting, anxiety disorders, depression, and behavioral problems on the mental health and well-being of young individuals.",https://en.wikipedia.org/wiki/Emotion_regulation
https://openalex.org/T10214,1,1,https://openalex.org/T10214,Psychotherapy Techniques and Applications,3203,Clinical Psychology,32,Psychology,2,Social Sciences,Therapeutic Alliance; Psychotherapy Outcome; Evidence-based Practice; Meta-analysis; Psychological Interventions; Patient Feedback; Treatment Relationship; Psychotherapy Efficacy; Attachment Theory; Clinical Psychology,"This cluster of papers focuses on the therapeutic alliance in psychotherapy research, exploring its relation to psychotherapy outcome, evidence-based practice, and psychological interventions. The papers cover topics such as patient feedback, attachment theory, and the efficacy of psychotherapy, drawing from meta-analytic reviews and empirical studies.",https://en.wikipedia.org/wiki/Therapeutic_alliance
https://openalex.org/T10270,0,1,https://openalex.org/T10270,Blockchain Technology Applications and Security,1710,Information Systems,17,Computer Science,3,Physical Sciences,Blockchain; Internet of Things; Smart Contracts; Security; Supply Chain Management; Decentralization; Cryptocurrencies; Privacy; Energy Sector; Healthcare,"This cluster of papers explores the integration of blockchain technology with the Internet of Things (IoT), focusing on topics such as smart contracts, security, supply chain management, decentralization, cryptocurrencies, privacy, energy sector applications, and healthcare. The papers cover a wide range of applications and challenges in utilizing blockchain for IoT-related scenarios.",https://en.wikipedia.org/wiki/Blockchain
https://openalex.org/T10314,1,1,https://openalex.org/T10314,Social and Intergroup Psychology,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,Intergroup Contact; Social Identity; Implicit Bias; Stereotype Threat; Prejudice Reduction; Power Dynamics; System Justification; Morality and Justice; Attitude Change; Group Dynamics,"This cluster of papers explores intergroup relations, social identity theories, implicit biases, stereotype threat, prejudice reduction, power dynamics, system justification, morality and justice, attitude change, and group dynamics in various social contexts.",https://en.wikipedia.org/wiki/Intergroup_relations
https://openalex.org/T10344,1,1,https://openalex.org/T10344,Management and Organizational Studies,1407,Organizational Behavior and Human Resource Management,14,"Business, Management and Accounting",2,Social Sciences,Institutional Theory; Organizational Change; Institutional Entrepreneurship; Sensemaking; Identity Work; Institutional Logics; Professionalism; Organizational Identity; Social Movements; Market Dynamics,"This cluster of papers focuses on institutional theory, organizational change, and the dynamics of institutions within organizations. It explores topics such as institutional entrepreneurship, sensemaking, identity work, institutional logics, professionalism, organizational identity, social movements, and market dynamics.",https://en.wikipedia.org/wiki/Institutional_theory
https://openalex.org/T10376,1,1,https://openalex.org/T10376,Suicide and Self-Harm Studies,3203,Clinical Psychology,32,Psychology,2,Social Sciences,Suicide; Suicidal Behavior; Prevention Strategies; Risk Factors; Adolescents; Psychological Autopsy; Self-harm; Interpersonal Theory; Non-suicidal Self-injury; Epidemiology,"This cluster of papers focuses on the epidemiology, risk factors, and prevention strategies related to suicidal behavior, particularly among adolescents and young adults. It covers topics such as the interpersonal theory of suicide, psychological autopsy studies, non-suicidal self-injury, and the assessment of suicidal behavior. The research also delves into the global patterns of mortality, neurobiology, and the impact of various interventions in mitigating suicide risk.",https://en.wikipedia.org/wiki/Suicide
https://openalex.org/T10391,0,1,https://openalex.org/T10391,Healthcare Policy and Management,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences,Health Care Spending; Insurance Markets; Medicare Spending; Medical Home Model; Accountable Care Organizations; Health Insurance Coverage; Health Care Utilization; Welfare Economics; Regional Variations; Primary Care,"This cluster of papers focuses on the economics of health care systems and policies, including topics such as health care spending, insurance markets, Medicare spending, the medical home model, accountable care organizations, health insurance coverage, health care utilization, welfare economics, regional variations in health care, and the role of primary care.",https://en.wikipedia.org/wiki/Health_economics
https://openalex.org/T10487,1,1,https://openalex.org/T10487,Plant and animal studies,1105,"Ecology, Evolution, Behavior and Systematics",11,Agricultural and Biological Sciences,1,Life Sciences,Pollinator Decline; Ecosystem Services; Plant-Animal Interactions; Biodiversity; Crop Pollination; Habitat Fragmentation; Mutualistic Networks; Global Change; Invasive Species; Climate Change,"This cluster of papers explores the impact of pollinator decline on ecosystems and agriculture, focusing on plant-animal interactions, biodiversity, crop pollination, habitat fragmentation, and the effects of global change and invasive species. The papers discuss the importance of pollinators for ecosystem services and highlight the challenges posed by climate change and habitat loss to pollinator populations.",https://en.wikipedia.org/wiki/Pollinator_decline
https://openalex.org/T10520,0,1,https://openalex.org/T10520,Mycotoxins in Agriculture and Food,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,Mycotoxins; Toxicology; Fungal Pathogens; Food Safety; Aflatoxin; Health Effects; Regulations; Detoxification; Climate Change; Risk Assessment,"This cluster of papers focuses on the research and impact of mycotoxins, particularly aflatoxin, on human and animal health, food safety, regulations, detoxification methods, and the influence of climate change. It also addresses the toxicology of various mycotoxins, fungal pathogens, and the assessment of health risks associated with mycotoxin exposure.",https://en.wikipedia.org/wiki/Mycotoxin
https://openalex.org/T10565,0,1,https://openalex.org/T10565,"Psychopathy, Forensic Psychiatry, Sexual Offending",3203,Clinical Psychology,32,Psychology,2,Social Sciences,Psychopathy; Criminal Behavior; Risk Assessment; Mental Disorders; Violent Recidivism; Neurobiological Basis; Emotion Recognition; Treatment Effectiveness; Callous-Unemotional Traits; Youth Offenders,"This cluster of papers focuses on the study of psychopathy and its association with criminal behavior, including risk assessment, mental disorders, violent recidivism, neurobiological basis, emotion recognition deficits, and treatment effectiveness. It also explores the impact of callous-unemotional traits in youth offenders and the development of psychopathy from adolescence to adulthood.",https://en.wikipedia.org/wiki/Psychopathy
https://openalex.org/T10581,1,1,https://openalex.org/T10581,Neural dynamics and brain function,2805,Cognitive Neuroscience,28,Neuroscience,1,Life Sciences,Neuronal Oscillations; Cortical Networks; Synchronization; Gamma Rhythms; Neural Activity; Interneurons; Sensory Processing; Working Memory; Neural Synchrony; Cognitive Functions,"This cluster of papers explores the dynamics of neuronal oscillations, synchronization, and neural activity in cortical networks. It investigates the role of gamma rhythms, interneurons, and sensory processing, as well as their implications for working memory, neural synchrony, and cognitive functions.",https://en.wikipedia.org/wiki/Neuronal_oscillation
https://openalex.org/T10699,0,1,https://openalex.org/T10699,Primate Behavior and Ecology,3207,Social Psychology,32,Psychology,2,Social Sciences,Primates; Social Behavior; Evolution; Intelligence; Altruism; Cognition; Tool Use; Brain Size; Cooperation; Communication,"This cluster of papers explores the evolution of social behavior, intelligence, and cognition in primates. It covers topics such as altruism, empathy, social bonds, tool use, brain size, cooperation, and communication among various primate species.",https://en.wikipedia.org/wiki/Primate_sociality
https://openalex.org/T10702,0,1,https://openalex.org/T10702,Insect and Arachnid Ecology and Behavior,1311,Genetics,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,Social Insects; Genomics; Symbiosis; Ants; Termites; Honeybees; Microbiota; Division of Labor; Mutualism; Eusociality,"This cluster of papers explores the genomic insights into social insects, particularly ants, termites, and honeybees, focusing on their symbiotic relationships, division of labor, and the genetic basis of eusociality. It also delves into the microbiota of these insects and their role in ecological interactions.",https://en.wikipedia.org/wiki/Social_insect_genomics
https://openalex.org/T10785,0,1,https://openalex.org/T10785,Economic Theory and Institutions,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences,Institutional Economics; Economic Institutions; Evolutionary Economics; Behavioral Economics; Market Evolution; Property Rights; Macroeconomics; Social Evolution; Neoliberalism; Darwinism in Economics,"This cluster of papers explores the study of economic institutions, behavior, and evolution, encompassing topics such as institutional economics, evolutionary economics, behavioral economics, market evolution, property rights, macroeconomics, social evolution, neoliberalism, and Darwinism in economics.",https://en.wikipedia.org/wiki/Institutional_economics
https://openalex.org/T10799,1,1,https://openalex.org/T10799,Data Visualization and Analytics,1707,Computer Vision and Pattern Recognition,17,Computer Science,3,Physical Sciences,Information Visualization; Visual Analytics; Data Exploration; Graph Visualization; Interactive Visualization; Spatial Analysis; Data Mining; Visual Representation; User Interaction; Big Data,"This cluster of papers covers a wide range of topics related to information visualization, visual data mining, and visual analytics. It includes research on graph visualization, interactive visualization techniques, spatial analysis, user interaction with visualizations, and the exploration of big data. The papers also discuss visual representation of multidimensional data, data mining methods, and the challenges associated with visualizing large datasets.",https://en.wikipedia.org/wiki/Information_visualization
https://openalex.org/T10804,1,1,https://openalex.org/T10804,"Health Systems, Economic Evaluations, Quality of Life",2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences,Cost-effectiveness Analysis; Quality of Life; Health Utility Measures; EQ-5D; SF-36; QALY; Health Technology Assessment; Preference-based Measures; Economic Evaluation; Utility Index Scores,"This cluster of papers focuses on the intersection of health economics and quality of life assessment, with a particular emphasis on cost-effectiveness analysis, health utility measures such as EQ-5D and SF-36, quality-adjusted life years (QALY), health technology assessment, and preference-based measures for evaluating the economic impact of healthcare interventions.",https://en.wikipedia.org/wiki/Health_economics
https://openalex.org/T10825,1,1,https://openalex.org/T10825,Plant Pathogens and Fungal Diseases,1307,Cell Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,Fungal Pathogens; Endophytic Fungi; Phylogenetic Analysis; Genomic Characterization; Plant Pathogenesis; Species Recognition; Molecular Identification; Host Specificity; Pathogen Diversity; Taxonomic Revision,"This cluster of papers explores the diversity, evolution, and pathogenicity of fungal pathogens, with a focus on endophytic fungi, phylogenetic analysis, genomic characterization, plant pathogenesis, species recognition, molecular identification, host specificity, and taxonomic revision.",https://en.wikipedia.org/wiki/Fungal_pathogen
https://openalex.org/T10841,0,1,https://openalex.org/T10841,Economic and Environmental Valuation,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences,Discrete Choice Models; Conjoint Analysis; Willingness to Pay; Health Economics; Preference Elicitation; Environmental Valuation; Mixed Logit Models; Experimental Design; Consumer Preferences; Stated Preference Methods,"This cluster of papers focuses on the application of discrete choice models, such as mixed logit and conjoint analysis, in economics and health care. It explores topics related to willingness to pay, preference elicitation, experimental design, and environmental valuation. The papers also discuss the use of stated preference methods to understand consumer preferences and decision-making processes.",https://en.wikipedia.org/wiki/Discrete_choice
https://openalex.org/T10880,0,1,https://openalex.org/T10880,Environmental Sustainability in Business,1406,Marketing,14,"Business, Management and Accounting",2,Social Sciences,Green Consumption; Environmental Innovation; Sustainable Business; Consumer Behavior; Corporate Environmental Strategy; Green Marketing; Sustainability Practices; Eco-Innovation; Ethical Consumption; Environmental Management,"This cluster of papers explores the drivers, impacts, and implications of green consumer behavior, environmental innovation, and sustainable business practices. It delves into topics such as corporate environmental strategy, green marketing, ethical consumption, and the influence of stakeholders on sustainability practices. The research also investigates the relationship between consumer behavior and environmental management, aiming to understand the motivations and barriers to green consumption.",https://en.wikipedia.org/wiki/Green_consumption
https://openalex.org/T10987,0,1,https://openalex.org/T10987,Microfinance and Financial Inclusion,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences,Microfinance; Empowerment; Gender Equality; Financial Inclusion; Poverty Reduction; Economic Development; Women's Empowerment; Access to Finance; Social Capital; Mobile Money,"This cluster of papers focuses on the intersection of microfinance, gender empowerment, and economic development. It explores the impact of microfinance on poverty reduction, financial inclusion, and women's empowerment, with a particular emphasis on access to finance, social capital, and the role of mobile money in promoting economic opportunities for the poor.",https://en.wikipedia.org/wiki/Microfinance
https://openalex.org/T10994,0,1,https://openalex.org/T10994,"Terrorism, Counterterrorism, and Political Violence",3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,Terrorism; Radicalization; Extremism; Violent; Political; Globalization; Religious; Counterterrorism; Psychological; Social,"This cluster of papers explores the multifaceted aspects of terrorism, including its causes, effects, and countermeasures. It delves into the psychology, sociology, and economics of radicalization, as well as the impact of terrorism on global politics, economies, and societies. The papers also examine the role of education, poverty, and political freedom in relation to terrorism.",https://en.wikipedia.org/wiki/Terrorism
https://openalex.org/T10999,0,1,https://openalex.org/T10999,Organ Transplantation Techniques and Outcomes,2746,Surgery,27,Medicine,4,Health Sciences,Liver Transplantation; Ischemia-Reperfusion Injury; Graft Survival; Donor Risk Index; Biliary Complications; Living Donor Liver Transplantation; Hepatic Ischemia; Machine Perfusion; Organ Preservation; Histopathologic Staging,"This cluster of papers focuses on various aspects of liver transplantation, including ischemia-reperfusion injury, graft survival analysis, donor risk index, biliary complications, living donor liver transplantation, hepatic ischemia, machine perfusion, and organ preservation. The papers cover a wide range of topics related to liver transplantation and provide insights into the mechanisms of injury, surgical techniques, and long-term outcomes.",https://en.wikipedia.org/wiki/Liver_transplantation
https://openalex.org/T11040,1,1,https://openalex.org/T11040,Personality Traits and Psychology,3203,Clinical Psychology,32,Psychology,2,Social Sciences,Personality Traits; Big Five; Self-Esteem; Narcissism; Psychopathy; Longitudinal Studies; Social Behavior; Mental Health; Cross-Cultural; Life Span Development,"This cluster of papers explores the impact of personality traits, including the Big Five, self-esteem, narcissism, and psychopathy, on various aspects of life outcomes such as academic performance, health, social behavior, and mental well-being. It includes longitudinal studies, cross-cultural comparisons, and investigations into the stability and change of personality traits across the life span.",https://en.wikipedia.org/wiki/Personality_psychology
https://openalex.org/T11114,0,1,https://openalex.org/T11114,Service and Product Innovation,1406,Marketing,14,"Business, Management and Accounting",2,Social Sciences,Co-Creation; Value Creation; Service Innovation; Product-Service Systems; Customer Participation; Servitization; Value Co-Creation; Service Science; Customer Experience; Marketing Strategy,"This cluster of papers explores the evolution and application of service-dominant logic in marketing science, focusing on co-creation, value creation, service innovation, product-service systems, customer participation, servitization, service science, customer experience, and marketing strategy.",https://en.wikipedia.org/wiki/Service-dominant_logic
